	(0, 0, 0, 0)	(0, 0, 0, 1)	(0, 0, 1, 0)	(0, 0, 1, 1)	(0, 1, 0, 0)	(0, 1, 0, 1)	(0, 1, 1, 0)	(0, 1, 1, 1)	(1, 0, 0, 0)	(1, 0, 0, 1)	(1, 0, 1, 0)	(1, 0, 1, 1)	(1, 1, 0, 0)	(1, 1, 0, 1)	(1, 1, 1, 0)	(1, 1, 1, 1)	edge_sign
(2686, 2485)	29	5	11	0	2	3	0	0	11	2	18	0	0	0	0	0	1
(2485, 2687)	2	0	4	5	1	1	0	1	1	0	4	13	0	0	0	0	0
(2687, 2485)	2	1	1	0	0	1	0	0	4	0	4	0	5	1	13	0	0
(2485, 2688)	90	6	0	0	15	12	0	0	24	0	0	0	0	0	0	0	0
(2688, 2485)	90	15	24	0	6	12	0	0	0	0	0	0	0	0	0	0	1
(2485, 2689)	10	0	3	0	5	0	1	0	3	0	5	0	0	0	0	0	0
(2689, 2485)	10	5	3	0	0	0	0	0	3	1	5	0	0	0	0	0	1
(2485, 2693)	32	1	14	0	6	4	1	0	7	0	24	0	0	0	0	1	0
(2693, 2485)	32	6	7	0	1	4	0	0	14	1	24	0	0	0	0	1	0
(2485, 2696)	22	0	7	0	2	2	0	0	9	0	16	0	0	0	0	0	1
(2696, 2485)	22	2	9	0	0	2	0	0	7	0	16	0	0	0	0	0	1
(2485, 2697)	17	1	11	0	3	0	1	0	9	0	13	1	0	0	0	0	0
(2697, 2485)	17	3	9	0	1	0	0	0	11	1	13	0	0	0	1	0	0
(2485, 2699)	18	1	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0
(2699, 2485)	18	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(2485, 2700)	32	4	6	1	2	3	0	0	15	1	8	3	0	0	0	0	1
(2700, 2485)	32	2	15	0	4	3	1	0	6	0	8	0	1	0	3	0	1
(2485, 2702)	6	8	0	0	1	6	0	0	2	2	0	0	0	0	0	0	0
(2702, 2485)	6	1	2	0	8	6	2	0	0	0	0	0	0	0	0	0	0
(2485, 2703)	16	1	0	0	1	4	0	0	4	0	0	0	0	0	0	0	0
(2703, 2485)	16	1	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0
(2485, 2704)	8	7	0	0	0	7	0	0	2	1	0	0	0	0	0	0	0
(2704, 2485)	8	0	2	0	7	7	1	0	0	0	0	0	0	0	0	0	0
(2485, 2707)	24	0	6	0	5	1	1	0	7	0	7	0	0	0	0	0	0
(2707, 2485)	24	5	7	0	0	1	0	0	6	1	7	0	0	0	0	0	0
(2485, 2713)	45	1	7	0	7	3	1	0	15	1	9	0	0	0	0	0	1
(2713, 2485)	45	7	15	0	1	3	1	0	7	1	9	0	0	0	0	0	1
(2485, 2727)	10	0	12	1	1	0	1	0	5	0	24	1	0	0	0	0	1
(2727, 2485)	10	1	5	0	0	0	0	0	12	1	24	0	1	0	1	0	1
(2485, 2746)	5	0	12	0	2	0	3	0	3	0	18	0	0	0	0	0	1
(2746, 2485)	5	2	3	0	0	0	0	0	12	3	18	0	0	0	0	0	0
(2485, 2747)	24	2	10	3	2	0	0	0	7	1	19	4	0	0	0	1	1
(2747, 2485)	24	2	7	0	2	0	1	0	10	0	19	0	3	0	4	1	0
(2485, 2774)	8	0	10	2	1	0	1	0	2	0	7	0	0	0	0	0	0
(2774, 2485)	8	1	2	0	0	0	0	0	10	1	7	0	2	0	0	0	0
(2485, 2775)	9	0	4	6	2	0	0	0	3	0	8	5	0	0	0	0	0
(2775, 2485)	9	2	3	0	0	0	0	0	4	0	8	0	6	0	5	0	0
(2485, 2790)	34	4	6	7	13	2	2	1	11	0	9	8	0	0	0	0	0
(2790, 2485)	34	13	11	0	4	2	0	0	6	2	9	0	7	1	8	0	0
(2485, 2799)	3	0	2	7	0	0	0	0	2	0	4	12	0	0	0	0	0
(2799, 2485)	3	0	2	0	0	0	0	0	2	0	4	0	7	0	12	0	0
(2485, 2815)	4	0	11	0	1	0	0	0	4	0	8	0	0	0	0	0	0
(2815, 2485)	4	1	4	0	0	0	0	0	11	0	8	0	0	0	0	0	0
(2485, 2819)	6	0	8	0	1	1	2	0	1	0	23	0	0	0	0	0	1
(2819, 2485)	6	1	1	0	0	1	0	0	8	2	23	0	0	0	0	0	0
(2485, 2822)	8	1	9	1	2	2	1	0	3	2	3	0	0	0	0	0	0
(2822, 2485)	8	2	3	0	1	2	2	0	9	1	3	0	1	0	0	0	0
(2485, 2842)	29	6	0	0	4	3	0	0	9	5	0	0	0	0	0	0	0
(2842, 2485)	29	4	9	0	6	3	5	0	0	0	0	0	0	0	0	0	1
(2485, 2851)	10	0	11	0	4	0	0	0	1	0	9	0	0	0	0	0	0
(2851, 2485)	10	4	1	0	0	0	0	0	11	0	9	0	0	0	0	0	1
(2485, 2859)	20	5	6	5	3	1	1	0	8	0	8	5	0	0	0	0	0
(2859, 2485)	20	3	8	0	5	1	0	0	6	1	8	0	5	0	5	0	1
(2485, 2871)	44	15	16	0	1	17	0	0	20	6	23	0	0	0	0	0	1
(2871, 2485)	44	1	20	0	15	17	6	0	16	0	23	0	0	0	0	0	1
(2485, 2872)	12	6	0	0	3	3	0	0	3	1	0	0	0	0	0	0	0
(2872, 2485)	12	3	3	0	6	3	1	0	0	0	0	0	0	0	0	0	0
(2485, 2900)	7	0	5	10	3	0	0	1	1	0	8	15	0	0	0	1	1
(2900, 2485)	7	3	1	0	0	0	0	0	5	0	8	0	10	1	15	1	0
(2485, 2909)	10	0	5	3	3	1	0	0	5	0	7	1	0	0	0	0	1
(2909, 2485)	10	3	5	0	0	1	0	0	5	0	7	0	3	0	1	0	1
(2485, 2912)	4	1	10	0	1	2	0	0	1	0	12	0	0	0	0	0	0
(2912, 2485)	4	1	1	0	1	2	0	0	10	0	12	0	0	0	0	0	0
(2485, 2923)	7	1	4	4	0	0	0	0	3	0	6	12	0	0	0	0	1
(2923, 2485)	7	0	3	0	1	0	0	0	4	0	6	0	4	0	12	0	1
(2485, 2932)	13	0	7	0	0	3	0	0	3	0	14	0	0	0	0	0	0
(2932, 2485)	13	0	3	0	0	3	0	0	7	0	14	0	0	0	0	0	0
(2485, 2940)	21	2	4	0	1	4	0	0	12	1	5	0	0	0	0	0	1
(2940, 2485)	21	1	12	0	2	4	1	0	4	0	5	0	0	0	0	0	1
(2485, 2958)	14	0	14	0	3	0	3	0	5	0	22	0	0	0	0	0	1
(2958, 2485)	14	3	5	0	0	0	0	0	14	3	22	0	0	0	0	0	0
(2485, 2964)	17	3	0	0	2	1	0	0	5	1	0	0	0	0	0	0	0
(2964, 2485)	17	2	5	0	3	1	1	0	0	0	0	0	0	0	0	0	0
(2485, 2967)	53	1	0	0	11	2	0	0	21	0	0	0	0	0	0	0	0
(2967, 2485)	53	11	21	0	1	2	0	0	0	0	0	0	0	0	0	0	1
(2485, 2968)	7	3	8	0	1	5	0	0	5	2	10	0	0	0	0	0	0
(2968, 2485)	7	1	5	0	3	5	2	0	8	0	10	0	0	0	0	0	0
(2485, 2972)	37	3	5	2	9	1	0	0	13	0	7	4	0	0	0	0	1
(2972, 2485)	37	9	13	0	3	1	0	0	5	0	7	0	2	0	4	0	0
(2485, 2973)	0	0	10	0	0	0	3	0	0	0	19	1	0	0	0	0	0
(2973, 2485)	0	0	0	0	0	0	0	0	10	3	19	0	0	0	1	0	0
(2485, 2981)	8	1	7	0	2	1	0	0	2	0	14	0	0	0	0	0	0
(2981, 2485)	8	2	2	0	1	1	0	0	7	0	14	0	0	0	0	0	0
(2485, 3005)	8	0	21	0	5	1	1	0	1	0	29	0	0	0	0	0	1
(3005, 2485)	8	5	1	0	0	1	0	0	21	1	29	0	0	0	0	0	0
(2485, 3007)	1	3	13	3	1	2	0	0	1	1	15	3	0	0	0	0	1
(3007, 2485)	1	1	1	0	3	2	1	0	13	0	15	0	3	0	3	0	0
(2485, 3009)	7	3	5	1	1	1	1	0	3	2	14	1	0	0	0	0	0
(3009, 2485)	7	1	3	0	3	1	2	0	5	1	14	0	1	0	1	0	0
(2485, 3010)	28	0	6	0	4	0	1	0	17	0	16	1	0	0	0	0	1
(3010, 2485)	28	4	17	0	0	0	0	0	6	1	16	0	0	0	1	0	0
(2485, 3014)	0	0	7	4	0	0	0	0	0	0	9	9	0	0	0	0	-1
(3014, 2485)	0	0	0	0	0	0	0	0	7	0	9	0	4	0	9	0	0
(2485, 3020)	11	1	6	2	2	1	0	0	3	0	8	2	0	0	0	0	0
(3020, 2485)	11	2	3	0	1	1	0	0	6	0	8	0	2	0	2	0	0
(2485, 3024)	18	0	14	0	2	0	2	0	4	0	28	0	0	0	0	0	1
(3024, 2485)	18	2	4	0	0	0	0	0	14	2	28	0	0	0	0	0	1
(2485, 3026)	41	1	15	0	5	7	2	0	15	1	29	0	0	0	0	1	1
(3026, 2485)	41	5	15	0	1	7	1	0	15	2	29	0	0	0	0	1	1
(2485, 3028)	30	2	20	0	7	2	0	0	16	1	27	0	0	0	0	0	0
(3028, 2485)	30	7	16	0	2	2	1	0	20	0	27	0	0	0	0	0	1
(2485, 3032)	31	2	0	0	11	1	0	0	13	1	0	0	0	0	0	0	0
(3032, 2485)	31	11	13	0	2	1	1	0	0	0	0	0	0	0	0	0	1
(2485, 3033)	13	2	9	0	1	4	1	0	10	0	16	0	0	0	0	0	0
(3033, 2485)	13	1	10	0	2	4	0	0	9	1	16	0	0	0	0	0	1
(2485, 3034)	10	0	12	1	2	1	1	0	2	0	17	0	0	0	0	0	1
(3034, 2485)	10	2	2	0	0	1	0	0	12	1	17	0	1	0	0	0	0
(2485, 3056)	6	2	0	7	0	1	0	1	4	0	0	9	0	0	0	0	-1
(3056, 2485)	6	0	4	0	2	1	0	0	0	0	0	0	7	1	9	0	1
(2485, 3059)	8	0	8	0	0	0	0	0	7	0	26	0	0	0	0	1	1
(3059, 2485)	8	0	7	0	0	0	0	0	8	0	26	0	0	0	0	1	1
(2485, 3084)	13	0	18	5	4	1	3	0	4	0	15	1	0	0	0	0	0
(3084, 2485)	13	4	4	0	0	1	0	0	18	3	15	0	5	0	1	0	1
(2485, 3089)	2	0	17	11	1	0	4	1	0	0	16	5	0	0	0	0	-1
(3089, 2485)	2	1	0	0	0	0	0	0	17	4	16	0	11	1	5	0	0
(2485, 3092)	12	3	9	0	2	4	0	0	3	0	10	0	0	0	0	0	0
(3092, 2485)	12	2	3	0	3	4	0	0	9	0	10	0	0	0	0	0	0
(2485, 3114)	0	1	8	0	0	0	0	0	0	0	20	0	0	0	0	0	1
(3114, 2485)	0	0	0	0	1	0	0	0	8	0	20	0	0	0	0	0	0
(2485, 3117)	0	0	14	9	0	0	0	0	0	0	24	8	0	0	0	0	1
(3117, 2485)	0	0	0	0	0	0	0	0	14	0	24	0	9	0	8	0	0
(2485, 3125)	6	0	10	0	1	0	1	0	1	0	8	0	0	0	0	0	1
(3125, 2485)	6	1	1	0	0	0	0	0	10	1	8	0	0	0	0	0	1
(2485, 3140)	0	0	6	4	1	0	1	0	0	0	11	4	0	0	0	0	0
(3140, 2485)	0	1	0	0	0	0	0	0	6	1	11	0	4	0	4	0	0
(2485, 3144)	24	2	9	0	2	3	0	0	12	1	12	0	0	0	0	0	0
(3144, 2485)	24	2	12	0	2	3	1	0	9	0	12	0	0	0	0	0	1
(2485, 3148)	8	3	9	0	1	4	2	0	4	0	18	0	0	0	0	1	0
(3148, 2485)	8	1	4	0	3	4	0	0	9	2	18	0	0	0	0	1	0
(2485, 3168)	16	0	0	0	5	2	0	0	5	0	0	0	0	0	0	0	0
(3168, 2485)	16	5	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0
(2485, 3173)	4	0	7	3	1	0	0	0	1	0	16	4	0	0	0	1	1
(3173, 2485)	4	1	1	0	0	0	0	0	7	0	16	0	3	0	4	1	0
(2485, 3180)	10	0	4	4	0	0	2	0	2	0	5	3	0	0	0	0	0
(3180, 2485)	10	0	2	0	0	0	0	0	4	2	5	0	4	0	3	0	0
(2485, 3191)	12	1	3	3	2	1	0	1	0	0	4	2	0	0	0	0	0
(3191, 2485)	12	2	0	0	1	1	0	0	3	0	4	0	3	1	2	0	0
(2485, 3192)	17	3	13	2	0	1	0	0	6	0	20	6	0	0	0	0	1
(3192, 2485)	17	0	6	0	3	1	0	0	13	0	20	0	2	0	6	0	1
(2485, 3238)	8	2	15	0	0	0	0	0	2	0	7	0	0	0	0	0	1
(3238, 2485)	8	0	2	0	2	0	0	0	15	0	7	0	0	0	0	0	0
(2485, 3258)	15	5	9	2	7	1	0	1	10	2	17	4	0	0	0	0	1
(3258, 2485)	15	7	10	0	5	1	2	0	9	0	17	0	2	1	4	0	0
(2485, 3260)	2	0	12	2	1	0	2	0	0	0	15	5	0	0	0	0	0
(3260, 2485)	2	1	0	0	0	0	0	0	12	2	15	0	2	0	5	0	0
(2485, 3265)	0	0	16	0	0	0	2	0	0	0	18	0	0	0	0	0	0
(3265, 2485)	0	0	0	0	0	0	0	0	16	2	18	0	0	0	0	0	0
(2485, 3274)	9	0	6	0	3	2	0	0	3	0	3	0	0	0	0	0	1
(3274, 2485)	9	3	3	0	0	2	0	0	6	0	3	0	0	0	0	0	0
(2485, 3276)	17	2	5	12	3	2	2	0	7	1	11	13	0	0	0	0	0
(3276, 2485)	17	3	7	0	2	2	1	0	5	2	11	0	12	0	13	0	1
(2485, 3291)	14	0	13	6	2	0	1	0	6	0	13	5	0	0	0	0	0
(3291, 2485)	14	2	6	0	0	0	0	0	13	1	13	0	6	0	5	0	0
(2485, 3321)	5	0	8	0	2	0	0	0	2	0	8	0	0	0	0	0	1
(3321, 2485)	5	2	2	0	0	0	0	0	8	0	8	0	0	0	0	0	0
(2485, 3334)	2	1	4	9	2	0	1	3	0	0	8	6	0	0	0	0	0
(3334, 2485)	2	2	0	0	1	0	0	0	4	1	8	0	9	3	6	0	0
(2485, 3352)	44	20	20	3	3	11	3	0	18	7	35	1	0	0	0	1	1
(3352, 2485)	44	3	18	0	20	11	7	0	20	3	35	0	3	0	1	1	1
(2485, 3394)	28	4	8	5	7	3	0	0	11	2	14	5	0	0	0	0	0
(3394, 2485)	28	7	11	0	4	3	2	0	8	0	14	0	5	0	5	0	0
(2485, 3402)	13	7	0	0	4	5	0	0	4	2	0	0	0	0	0	0	0
(3402, 2485)	13	4	4	0	7	5	2	0	0	0	0	0	0	0	0	0	0
(2485, 3404)	19	3	16	0	1	1	1	0	6	0	24	0	0	0	0	0	0
(3404, 2485)	19	1	6	0	3	1	0	0	16	1	24	0	0	0	0	0	1
(2485, 3408)	0	0	11	0	0	0	1	0	0	0	21	0	0	0	0	0	0
(3408, 2485)	0	0	0	0	0	0	0	0	11	1	21	0	0	0	0	0	0
(2485, 3417)	4	0	8	0	2	0	1	0	3	0	7	0	0	0	0	0	1
(3417, 2485)	4	2	3	0	0	0	0	0	8	1	7	0	0	0	0	0	0
(2485, 3439)	15	0	11	6	4	0	0	0	8	0	14	6	0	0	0	0	0
(3439, 2485)	15	4	8	0	0	0	0	0	11	0	14	0	6	0	6	0	0
(2485, 3443)	3	1	14	1	0	1	1	0	1	0	16	1	0	0	0	0	1
(3443, 2485)	3	0	1	0	1	1	0	0	14	1	16	0	1	0	1	0	0
(2485, 3447)	32	6	11	0	8	3	1	0	7	1	8	0	0	0	0	0	0
(3447, 2485)	32	8	7	0	6	3	1	0	11	1	8	0	0	0	0	0	0
(2485, 3449)	46	0	0	0	8	5	0	0	10	0	0	0	0	0	0	0	0
(3449, 2485)	46	8	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0
(2485, 3452)	19	5	10	0	2	4	0	0	5	2	10	0	0	0	0	0	0
(3452, 2485)	19	2	5	0	5	4	2	0	10	0	10	0	0	0	0	0	0
(2485, 3453)	45	5	4	1	4	10	0	0	9	2	8	0	0	0	0	0	0
(3453, 2485)	45	4	9	0	5	10	2	0	4	0	8	0	1	0	0	0	0
(2485, 3454)	24	3	5	1	3	3	1	0	11	1	16	1	0	0	0	0	0
(3454, 2485)	24	3	11	0	3	3	1	0	5	1	16	0	1	0	1	0	0
(2485, 3455)	12	1	1	3	1	1	0	0	4	1	3	4	0	0	0	0	0
(3455, 2485)	12	1	4	0	1	1	1	0	1	0	3	0	3	0	4	0	0
(2485, 3456)	40	0	20	0	15	0	3	0	9	0	19	0	0	0	0	0	0
(3456, 2485)	40	15	9	0	0	0	0	0	20	3	19	0	0	0	0	0	0
(2485, 3457)	15	6	0	0	0	5	0	0	12	3	0	0	0	0	0	0	0
(3457, 2485)	15	0	12	0	6	5	3	0	0	0	0	0	0	0	0	0	1
(2485, 3458)	11	1	3	0	1	2	0	0	4	1	4	0	0	0	0	0	1
(3458, 2485)	11	1	4	0	1	2	1	0	3	0	4	0	0	0	0	0	1
(2485, 3459)	4	1	6	9	3	1	5	2	0	0	3	1	0	0	0	0	-1
(3459, 2485)	4	3	0	0	1	1	0	0	6	5	3	0	9	2	1	0	0
(2485, 3461)	7	4	0	2	3	10	0	0	1	1	0	5	0	0	0	0	0
(3461, 2485)	7	3	1	0	4	10	1	0	0	0	0	0	2	0	5	0	0
(2485, 3473)	0	0	13	0	0	0	0	0	0	0	12	1	0	0	0	0	0
(3473, 2485)	0	0	0	0	0	0	0	0	13	0	12	0	0	0	1	0	0
(2485, 3479)	20	3	1	1	1	2	1	0	9	1	3	0	0	0	0	0	0
(3479, 2485)	20	1	9	0	3	2	1	0	1	1	3	0	1	0	0	0	0
(2485, 3480)	4	1	13	1	0	0	0	0	3	1	19	1	0	0	0	0	1
(3480, 2485)	4	0	3	0	1	0	1	0	13	0	19	0	1	0	1	0	0
(2485, 3483)	6	0	1	6	1	0	0	0	2	1	2	8	0	0	0	0	0
(3483, 2485)	6	1	2	0	0	0	1	0	1	0	2	0	6	0	8	0	0
(2485, 3489)	0	0	8	0	0	0	0	0	0	0	17	0	0	0	0	0	1
(3489, 2485)	0	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	0
(2485, 3498)	16	3	6	0	9	5	2	0	3	2	3	0	0	0	0	0	1
(3498, 2485)	16	9	3	0	3	5	2	0	6	2	3	0	0	0	0	0	0
(2485, 3516)	0	0	8	11	0	0	2	0	0	0	14	9	0	0	0	0	1
(3516, 2485)	0	0	0	0	0	0	0	0	8	2	14	0	11	0	9	0	0
(2485, 3519)	21	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0
(3519, 2485)	21	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(2485, 3527)	16	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(3527, 2485)	16	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(2485, 3529)	0	0	9	0	0	0	1	0	0	0	22	0	0	0	0	0	1
(3529, 2485)	0	0	0	0	0	0	0	0	9	1	22	0	0	0	0	0	0
(2485, 3537)	0	0	23	2	0	0	1	0	0	0	26	2	0	0	0	1	1
(3537, 2485)	0	0	0	0	0	0	0	0	23	1	26	0	2	0	2	1	0
(2485, 3541)	23	1	2	4	2	0	1	1	8	1	8	5	0	0	0	1	0
(3541, 2485)	23	2	8	0	1	0	1	0	2	1	8	0	4	1	5	1	0
(2485, 3557)	1	0	4	7	0	0	1	0	2	0	7	17	0	0	0	1	0
(3557, 2485)	1	0	2	0	0	0	0	0	4	1	7	0	7	0	17	1	0
(2485, 3562)	18	0	16	3	1	0	1	0	8	0	13	5	0	0	0	0	-1
(3562, 2485)	18	1	8	0	0	0	0	0	16	1	13	0	3	0	5	0	0
(2485, 3568)	30	0	14	0	4	1	0	0	10	0	16	0	0	0	0	0	0
(3568, 2485)	30	4	10	0	0	1	0	0	14	0	16	0	0	0	0	0	0
(2485, 3580)	0	0	13	3	0	0	2	0	0	0	19	5	0	0	0	0	1
(3580, 2485)	0	0	0	0	0	0	0	0	13	2	19	0	3	0	5	0	0
(2485, 3586)	18	1	8	0	3	1	0	0	1	0	5	0	0	0	0	0	0
(3586, 2485)	18	3	1	0	1	1	0	0	8	0	5	0	0	0	0	0	0
(2485, 3587)	0	1	5	7	0	2	0	0	1	1	10	5	0	0	0	0	0
(3587, 2485)	0	0	1	0	1	2	1	0	5	0	10	0	7	0	5	0	0
(2485, 3607)	5	1	8	0	1	0	0	1	4	0	6	1	0	0	0	0	0
(3607, 2485)	5	1	4	0	1	0	0	0	8	0	6	0	0	1	1	0	0
(2485, 3614)	35	2	3	0	3	3	1	0	5	2	4	0	0	0	0	0	0
(3614, 2485)	35	3	5	0	2	3	2	0	3	1	4	0	0	0	0	0	0
(2485, 3615)	30	2	19	0	2	2	0	0	13	0	24	0	0	0	0	0	0
(3615, 2485)	30	2	13	0	2	2	0	0	19	0	24	0	0	0	0	0	0
(2485, 3631)	11	1	11	4	6	3	0	0	6	1	5	4	0	0	0	0	0
(3631, 2485)	11	6	6	0	1	3	1	0	11	0	5	0	4	0	4	0	0
(2485, 3634)	13	3	8	0	1	6	0	0	2	0	5	0	0	0	0	0	0
(3634, 2485)	13	1	2	0	3	6	0	0	8	0	5	0	0	0	0	0	0
(2485, 3635)	10	1	6	0	0	3	0	0	2	1	10	0	0	0	0	0	0
(3635, 2485)	10	0	2	0	1	3	1	0	6	0	10	0	0	0	0	0	0
(2485, 3641)	34	2	0	0	7	4	0	0	10	0	0	0	0	0	0	0	0
(3641, 2485)	34	7	10	0	2	4	0	0	0	0	0	0	0	0	0	0	0
(2485, 3642)	27	3	0	0	11	4	0	0	2	0	0	0	0	0	0	0	0
(3642, 2485)	27	11	2	0	3	4	0	0	0	0	0	0	0	0	0	0	0
(2485, 3643)	11	0	11	4	3	0	3	0	2	0	6	8	0	0	0	0	0
(3643, 2485)	11	3	2	0	0	0	0	0	11	3	6	0	4	0	8	0	0
(2485, 3645)	9	0	11	0	1	0	0	0	3	0	14	0	0	0	0	0	1
(3645, 2485)	9	1	3	0	0	0	0	0	11	0	14	0	0	0	0	0	0
(2485, 3646)	2	0	2	7	0	0	0	0	2	0	3	12	0	0	0	1	0
(3646, 2485)	2	0	2	0	0	0	0	0	2	0	3	0	7	0	12	1	0
(2485, 3650)	0	0	17	0	0	0	3	0	0	0	25	0	0	0	0	1	0
(3650, 2485)	0	0	0	0	0	0	0	0	17	3	25	0	0	0	0	1	0
(2485, 3660)	14	3	7	0	3	4	0	0	3	1	7	0	0	0	0	0	1
(3660, 2485)	14	3	3	0	3	4	1	0	7	0	7	0	0	0	0	0	0
(2485, 3661)	8	0	10	0	1	1	0	0	5	0	15	0	0	0	0	0	0
(3661, 2485)	8	1	5	0	0	1	0	0	10	0	15	0	0	0	0	0	0
(2485, 3666)	25	4	0	0	4	5	0	0	7	0	0	0	0	0	0	0	0
(3666, 2485)	25	4	7	0	4	5	0	0	0	0	0	0	0	0	0	0	0
(2485, 3680)	0	0	9	1	0	0	1	0	0	0	17	1	0	0	0	1	1
(3680, 2485)	0	0	0	0	0	0	0	0	9	1	17	0	1	0	1	1	0
(2485, 3681)	0	0	0	7	0	1	0	1	0	0	2	14	0	0	0	0	0
(3681, 2485)	0	0	0	0	0	1	0	0	0	0	2	0	7	1	14	0	0
(2485, 3682)	7	8	0	0	0	3	0	0	7	2	0	0	0	0	0	0	0
(3682, 2485)	7	0	7	0	8	3	2	0	0	0	0	0	0	0	0	0	0
(2485, 3691)	11	1	6	0	6	1	0	0	3	0	5	0	0	0	0	0	0
(3691, 2485)	11	6	3	0	1	1	0	0	6	0	5	0	0	0	0	0	0
(2485, 3717)	1	0	2	7	0	0	0	2	0	0	1	12	0	0	0	0	0
(3717, 2485)	1	0	0	0	0	0	0	0	2	0	1	0	7	2	12	0	0
(2485, 3724)	18	4	4	4	1	2	0	0	6	0	7	3	0	0	0	0	0
(3724, 2485)	18	1	6	0	4	2	0	0	4	0	7	0	4	0	3	0	0
(2485, 3728)	14	1	0	0	4	6	0	0	4	1	0	0	0	0	0	0	0
(3728, 2485)	14	4	4	0	1	6	1	0	0	0	0	0	0	0	0	0	0
(2485, 3748)	8	0	4	0	0	0	0	0	6	0	12	0	0	0	0	0	1
(3748, 2485)	8	0	6	0	0	0	0	0	4	0	12	0	0	0	0	0	0
(2485, 3786)	8	1	0	0	11	5	0	0	1	0	0	0	0	0	0	0	0
(3786, 2485)	8	11	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0
(2485, 3787)	33	1	4	3	19	1	0	0	14	0	6	1	0	0	0	0	0
(3787, 2485)	33	19	14	0	1	1	0	0	4	0	6	0	3	0	1	0	0
(2485, 3796)	18	0	15	0	5	2	0	0	4	0	13	0	0	0	0	0	1
(3796, 2485)	18	5	4	0	0	2	0	0	15	0	13	0	0	0	0	0	0
(2485, 3800)	0	0	8	0	0	0	2	0	1	0	16	0	0	0	0	0	1
(3800, 2485)	0	0	1	0	0	0	0	0	8	2	16	0	0	0	0	0	0
(2485, 3803)	3	0	4	7	0	0	0	1	0	0	4	11	0	0	0	1	0
(3803, 2485)	3	0	0	0	0	0	0	0	4	0	4	0	7	1	11	1	0
(2485, 3812)	10	1	7	4	0	3	0	0	6	0	15	5	0	0	0	0	0
(3812, 2485)	10	0	6	0	1	3	0	0	7	0	15	0	4	0	5	0	0
(2485, 3813)	13	2	5	3	8	2	1	0	3	1	7	4	0	0	0	0	0
(3813, 2485)	13	8	3	0	2	2	1	0	5	1	7	0	3	0	4	0	0
(2485, 3843)	1	2	3	7	1	0	1	0	1	1	8	8	0	0	0	0	0
(3843, 2485)	1	1	1	0	2	0	1	0	3	1	8	0	7	0	8	0	0
(2485, 3847)	0	0	10	1	0	0	0	0	0	0	18	1	0	0	0	0	0
(3847, 2485)	0	0	0	0	0	0	0	0	10	0	18	0	1	0	1	0	0
(2485, 3854)	22	0	6	0	3	1	1	0	10	1	7	0	0	0	0	0	1
(3854, 2485)	22	3	10	0	0	1	1	0	6	1	7	0	0	0	0	0	0
(2485, 3892)	0	0	12	0	0	0	1	0	0	0	21	0	0	0	0	0	1
(3892, 2485)	0	0	0	0	0	0	0	0	12	1	21	0	0	0	0	0	0
(2485, 3897)	0	0	9	5	0	0	2	0	0	0	7	5	0	0	0	0	0
(3897, 2485)	0	0	0	0	0	0	0	0	9	2	7	0	5	0	5	0	0
(2485, 3903)	0	0	11	0	0	0	1	0	0	0	18	0	0	0	0	0	1
(3903, 2485)	0	0	0	0	0	0	0	0	11	1	18	0	0	0	0	0	0
(2485, 3910)	2	1	9	0	3	3	1	0	1	0	6	0	0	0	0	0	0
(3910, 2485)	2	3	1	0	1	3	0	0	9	1	6	0	0	0	0	0	0
(2485, 3926)	0	0	4	6	0	0	1	1	0	0	12	7	0	0	0	1	0
(3926, 2485)	0	0	0	0	0	0	0	0	4	1	12	0	6	1	7	1	0
(2485, 3956)	10	2	3	0	5	1	0	0	1	1	7	0	0	0	0	0	0
(3956, 2485)	10	5	1	0	2	1	1	0	3	0	7	0	0	0	0	0	0
(2485, 3969)	8	2	3	0	1	5	0	0	6	0	4	0	0	0	0	0	0
(3969, 2485)	8	1	6	0	2	5	0	0	3	0	4	0	0	0	0	0	0
(2485, 3976)	7	6	4	8	3	9	1	3	2	0	8	6	0	0	0	0	0
(3976, 2485)	7	3	2	0	6	9	0	0	4	1	8	0	8	3	6	0	0
(2485, 4011)	0	0	5	6	0	0	0	0	0	0	11	9	0	0	0	0	-1
(4011, 2485)	0	0	0	0	0	0	0	0	5	0	11	0	6	0	9	0	0
(2485, 4021)	0	0	11	5	0	0	0	1	0	0	12	6	0	0	0	1	0
(4021, 2485)	0	0	0	0	0	0	0	0	11	0	12	0	5	1	6	1	0
(2485, 4036)	29	1	0	0	6	2	0	0	5	1	0	0	0	0	0	0	0
(4036, 2485)	29	6	5	0	1	2	1	0	0	0	0	0	0	0	0	0	0
(2485, 4037)	5	0	22	10	0	0	3	1	1	0	9	7	0	0	0	0	-1
