	(0, 0, 0, 0)	(0, 0, 0, 1)	(0, 0, 1, 0)	(0, 0, 1, 1)	(0, 1, 0, 0)	(0, 1, 0, 1)	(0, 1, 1, 0)	(0, 1, 1, 1)	(1, 0, 0, 0)	(1, 0, 0, 1)	(1, 0, 1, 0)	(1, 0, 1, 1)	(1, 1, 0, 0)	(1, 1, 0, 1)	(1, 1, 1, 0)	(1, 1, 1, 1)	edge_sign
(1608, 2474)	41	0	10	0	0	0	0	0	5	0	4	0	0	0	0	0	0
(2474, 1608)	41	0	5	0	0	0	0	0	10	0	4	0	0	0	0	0	0
(1608, 2485)	34	0	14	0	0	0	0	0	4	0	8	0	0	0	0	0	0
(2485, 1608)	34	0	4	0	0	0	0	0	14	0	8	0	0	0	0	0	0
(1608, 2504)	13	0	10	0	0	0	0	0	1	0	10	0	0	0	0	0	1
(2504, 1608)	13	0	1	0	0	0	0	0	10	0	10	0	0	0	0	0	0
(1608, 2507)	22	0	3	0	0	0	0	0	3	0	2	0	0	0	0	0	0
(2507, 1608)	22	0	3	0	0	0	0	0	3	0	2	0	0	0	0	0	0
(1608, 2510)	23	0	8	0	0	0	0	0	3	0	9	0	0	0	0	0	0
(2510, 1608)	23	0	3	0	0	0	0	0	8	0	9	0	0	0	0	0	0
(1608, 2542)	15	0	7	0	0	0	0	0	4	0	8	0	0	0	0	0	0
(2542, 1608)	15	0	4	0	0	0	0	0	7	0	8	0	0	0	0	0	0
(1608, 2547)	13	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0
(2547, 1608)	13	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0
(1608, 2560)	8	0	10	0	0	0	0	0	1	0	10	0	0	0	0	0	1
(2560, 1608)	8	0	1	0	0	0	0	0	10	0	10	0	0	0	0	0	0
(1608, 2565)	71	0	8	0	0	0	0	0	5	0	6	0	0	0	0	0	0
(2565, 1608)	71	0	5	0	0	0	0	0	8	0	6	0	0	0	0	0	0
(1608, 2576)	20	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	1
(2576, 1608)	20	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0
(1608, 2579)	0	0	14	0	0	0	0	0	0	0	13	0	0	0	0	0	1
(2579, 1608)	0	0	0	0	0	0	0	0	14	0	13	0	0	0	0	0	0
(1608, 2585)	12	0	12	0	0	0	0	0	2	0	1	0	0	0	0	0	1
(2585, 1608)	12	0	2	0	0	0	0	0	12	0	1	0	0	0	0	0	0
(1608, 2593)	9	0	15	0	0	0	0	0	1	0	13	0	0	0	0	0	1
(2593, 1608)	9	0	1	0	0	0	0	0	15	0	13	0	0	0	0	0	0
(1608, 2594)	9	0	17	0	0	0	0	0	2	0	9	0	0	0	0	0	1
(2594, 1608)	9	0	2	0	0	0	0	0	17	0	9	0	0	0	0	0	0
(1608, 2619)	10	0	13	0	0	0	0	0	1	0	7	0	0	0	0	0	0
(2619, 1608)	10	0	1	0	0	0	0	0	13	0	7	0	0	0	0	0	0
(1608, 2625)	0	0	27	0	0	0	0	0	0	0	17	0	0	0	0	0	1
(2625, 1608)	0	0	0	0	0	0	0	0	27	0	17	0	0	0	0	0	0
(1608, 2651)	29	0	11	0	0	0	0	0	2	0	3	0	0	0	0	0	0
(2651, 1608)	29	0	2	0	0	0	0	0	11	0	3	0	0	0	0	0	0
(1608, 2653)	16	0	14	0	0	0	0	0	3	0	4	0	0	0	0	0	0
(2653, 1608)	16	0	3	0	0	0	0	0	14	0	4	0	0	0	0	0	0
(1608, 2654)	11	0	11	0	0	0	0	0	1	0	6	0	0	0	0	0	1
(2654, 1608)	11	0	1	0	0	0	0	0	11	0	6	0	0	0	0	0	0
(1608, 2660)	24	0	12	0	0	0	0	0	1	0	5	0	0	0	0	0	0
(2660, 1608)	24	0	1	0	0	0	0	0	12	0	5	0	0	0	0	0	0
(1608, 2674)	21	0	6	0	0	0	0	0	2	0	4	0	0	0	0	0	0
(2674, 1608)	21	0	2	0	0	0	0	0	6	0	4	0	0	0	0	0	0
(1608, 2686)	22	0	4	0	0	0	0	0	2	0	1	0	0	0	0	0	0
(2686, 1608)	22	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0
(1608, 2688)	46	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
(2688, 1608)	46	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1608, 2693)	17	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0
(2693, 1608)	17	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0
(1608, 2697)	12	0	8	0	0	0	0	0	1	0	5	0	0	0	0	0	1
(2697, 1608)	12	0	1	0	0	0	0	0	8	0	5	0	0	0	0	0	0
(1608, 2707)	16	0	9	0	0	0	0	0	0	0	10	0	0	0	0	0	1
(2707, 1608)	16	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0
(1608, 2713)	28	0	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0
(2713, 1608)	28	0	1	0	0	0	0	0	7	0	3	0	0	0	0	0	0
(1608, 2790)	19	0	5	0	0	0	0	0	3	0	2	0	0	0	0	0	0
(2790, 1608)	19	0	3	0	0	0	0	0	5	0	2	0	0	0	0	0	0
(1608, 2871)	28	0	7	0	0	0	0	0	1	0	5	0	0	0	0	0	1
(2871, 1608)	28	0	1	0	0	0	0	0	7	0	5	0	0	0	0	0	0
(1608, 2958)	14	0	13	0	0	0	0	0	1	0	5	0	0	0	0	0	0
(2958, 1608)	14	0	1	0	0	0	0	0	13	0	5	0	0	0	0	0	0
(1608, 2967)	31	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(2967, 1608)	31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1608, 3005)	11	0	21	0	0	0	0	0	1	0	8	0	0	0	0	0	0
(3005, 1608)	11	0	1	0	0	0	0	0	21	0	8	0	0	0	0	0	0
(1608, 3010)	25	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0
(3010, 1608)	25	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0
(1608, 3020)	19	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0
(3020, 1608)	19	0	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0
(1608, 3024)	14	0	12	0	0	0	0	0	1	0	5	0	0	0	0	0	0
(3024, 1608)	14	0	1	0	0	0	0	0	12	0	5	0	0	0	0	0	0
(1608, 3026)	21	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0
(3026, 1608)	21	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0
(1608, 3028)	16	0	8	0	0	0	0	0	2	0	4	0	0	0	0	0	0
(3028, 1608)	16	0	2	0	0	0	0	0	8	0	4	0	0	0	0	0	0
(1608, 3033)	8	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0
(3033, 1608)	8	0	0	0	0	0	0	0	12	0	7	0	0	0	0	0	0
(1608, 3253)	0	0	16	0	0	0	0	0	0	0	12	0	0	0	0	0	1
(3253, 1608)	0	0	0	0	0	0	0	0	16	0	12	0	0	0	0	0	0
(1608, 3352)	12	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	1
(3352, 1608)	12	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0
(1608, 3456)	14	0	16	0	0	0	0	0	2	0	10	0	0	0	0	0	0
(3456, 1608)	14	0	2	0	0	0	0	0	16	0	10	0	0	0	0	0	0
(1608, 3615)	9	0	13	0	0	0	0	0	1	0	3	0	0	0	0	0	0
(3615, 1608)	9	0	1	0	0	0	0	0	13	0	3	0	0	0	0	0	0
(1621, 1772)	14	0	6	0	0	0	0	0	6	0	15	0	0	0	0	0	0
(1772, 1621)	14	0	6	0	0	0	0	0	6	0	15	0	0	0	0	0	1
(1621, 1808)	11	0	5	0	0	0	0	0	7	0	9	0	0	0	0	0	1
(1808, 1621)	11	0	7	0	0	0	0	0	5	0	9	0	0	0	0	0	1
(1621, 1888)	3	0	7	0	0	0	0	0	2	0	14	0	0	0	0	0	1
(1888, 1621)	3	0	2	0	0	0	0	0	7	0	14	0	0	0	0	0	0
(1621, 1919)	14	0	4	0	0	0	0	0	8	0	7	0	0	0	0	0	1
(1919, 1621)	14	0	8	0	0	0	0	0	4	0	7	0	0	0	0	0	0
(1621, 1977)	9	0	5	0	0	0	0	0	7	0	7	0	0	0	0	0	0
(1977, 1621)	9	0	7	0	0	0	0	0	5	0	7	0	0	0	0	0	1
(1621, 1997)	6	0	5	0	0	0	0	0	9	0	10	0	0	0	0	0	0
(1997, 1621)	6	0	9	0	0	0	0	0	5	0	10	0	0	0	0	0	1
(1621, 2062)	14	0	6	0	0	0	0	0	6	0	9	0	0	0	0	0	0
(2062, 1621)	14	0	6	0	0	0	0	0	6	0	9	0	0	0	0	0	1
(1621, 2066)	0	0	12	0	0	0	0	0	0	0	20	0	0	0	0	0	0
(2066, 1621)	0	0	0	0	0	0	0	0	12	0	20	0	0	0	0	0	0
(1621, 2328)	9	0	12	0	0	0	0	0	2	0	8	0	0	0	0	0	1
(2328, 1621)	9	0	2	0	0	0	0	0	12	0	8	0	0	0	0	0	0
(1621, 2565)	19	0	3	0	0	0	0	0	2	0	4	0	0	0	0	0	1
(2565, 1621)	19	0	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0
(1622, 1717)	5	0	1	0	0	0	0	0	7	0	14	0	0	0	0	0	0
(1717, 1622)	5	0	7	0	0	0	0	0	1	0	14	0	0	0	0	0	0
(1622, 1772)	4	0	3	0	0	0	0	0	5	0	16	0	0	0	0	0	1
(1772, 1622)	4	0	5	0	0	0	0	0	3	0	16	0	0	0	0	0	1
(1622, 2328)	8	0	5	0	0	0	0	0	5	0	12	0	0	0	0	0	1
(2328, 1622)	8	0	5	0	0	0	0	0	5	0	12	0	0	0	0	0	0
(1633, 1734)	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0
(1734, 1633)	0	0	2	0	0	0	0	0	0	0	25	0	0	0	0	0	0
(1633, 1754)	0	0	0	0	0	0	0	0	2	0	32	0	0	0	0	0	0
(1754, 1633)	0	0	2	0	0	0	0	0	0	0	32	0	0	0	0	0	0
(1633, 1814)	0	0	0	0	0	0	0	0	5	0	22	0	0	0	0	0	0
(1814, 1633)	0	0	5	0	0	0	0	0	0	0	22	0	0	0	0	0	0
(1633, 1919)	0	0	0	0	0	0	0	0	7	0	24	0	0	0	0	0	0
(1919, 1633)	0	0	7	0	0	0	0	0	0	0	24	0	0	0	0	0	0
(1633, 2066)	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
(2066, 1633)	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
(1633, 2135)	0	0	0	0	0	0	0	0	12	0	16	0	0	0	0	0	0
(2135, 1633)	0	0	12	0	0	0	0	0	0	0	16	0	0	0	0	0	1
(1633, 2174)	0	0	0	0	0	0	0	0	2	0	23	0	0	0	0	0	0
(2174, 1633)	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0
(1633, 2225)	0	0	0	0	0	0	0	0	3	0	28	0	0	0	0	0	0
(2225, 1633)	0	0	3	0	0	0	0	0	0	0	28	0	0	0	0	0	0
(1633, 2297)	0	0	0	0	0	0	0	0	5	0	25	0	0	0	0	0	0
(2297, 1633)	0	0	5	0	0	0	0	0	0	0	25	0	0	0	0	0	1
(1633, 2328)	0	0	0	0	0	0	0	0	14	0	29	0	0	0	0	0	0
(2328, 1633)	0	0	14	0	0	0	0	0	0	0	29	0	0	0	0	0	0
(1633, 2356)	0	0	0	0	0	0	0	0	4	0	22	0	0	0	0	0	0
(2356, 1633)	0	0	4	0	0	0	0	0	0	0	22	0	0	0	0	0	0
(1633, 2398)	0	0	0	0	0	0	0	0	6	0	23	0	0	0	0	0	0
(2398, 1633)	0	0	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0
(1633, 2474)	0	0	0	0	0	0	0	0	2	0	23	0	0	0	0	0	0
(2474, 1633)	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0
(1633, 2485)	0	0	0	0	0	0	0	0	13	0	17	0	0	0	0	0	0
(2485, 1633)	0	0	13	0	0	0	0	0	0	0	17	0	0	0	0	0	0
(1633, 2510)	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0
(2510, 1633)	0	0	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0
(1633, 2542)	0	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0
(2542, 1633)	0	0	5	0	0	0	0	0	0	0	23	0	0	0	0	0	0
(1633, 2565)	0	0	0	0	0	0	0	0	24	0	14	0	0	0	0	0	0
(2565, 1633)	0	0	24	0	0	0	0	0	0	0	14	0	0	0	0	0	1
(1633, 2576)	0	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0
(2576, 1633)	0	0	8	0	0	0	0	0	0	0	24	0	0	0	0	0	1
(1633, 2593)	0	0	0	0	0	0	0	0	4	0	23	0	0	0	0	0	0
(2593, 1633)	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0
(1633, 2594)	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0
(2594, 1633)	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0
(1633, 2625)	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
(2625, 1633)	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
(1633, 2651)	0	0	0	0	0	0	0	0	18	0	29	0	0	0	0	0	0
(2651, 1633)	0	0	18	0	0	0	0	0	0	0	29	0	0	0	0	0	0
(1633, 2653)	0	0	0	0	0	0	0	0	7	0	21	0	0	0	0	0	0
(2653, 1633)	0	0	7	0	0	0	0	0	0	0	21	0	0	0	0	0	0
(1633, 2654)	0	0	0	0	0	0	0	0	9	0	26	0	0	0	0	0	0
(2654, 1633)	0	0	9	0	0	0	0	0	0	0	26	0	0	0	0	0	0
(1633, 2657)	0	0	0	0	0	0	0	0	7	0	28	0	0	0	0	0	0
(2657, 1633)	0	0	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0
(1633, 2660)	0	0	0	0	0	0	0	0	7	0	34	0	0	0	0	0	0
(2660, 1633)	0	0	7	0	0	0	0	0	0	0	34	0	0	0	0	0	1
(1633, 2693)	0	0	0	0	0	0	0	0	4	0	28	0	0	0	0	0	0
(2693, 1633)	0	0	4	0	0	0	0	0	0	0	28	0	0	0	0	0	1
(1633, 2958)	0	0	0	0	0	0	0	0	4	0	23	0	0	0	0	0	0
(2958, 1633)	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0
(1633, 3005)	0	0	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0
(3005, 1633)	0	0	2	0	0	0	0	0	0	0	26	0	0	0	0	0	0
(1633, 3024)	0	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	0
(3024, 1633)	0	0	3	0	0	0	0	0	0	0	22	0	0	0	0	0	0
(1633, 3026)	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	0	0
(3026, 1633)	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	1
(1633, 3028)	0	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	0
(3028, 1633)	0	0	8	0	0	0	0	0	0	0	17	0	0	0	0	0	1
(1633, 3089)	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
(3089, 1633)	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
(1633, 3253)	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
(3253, 1633)	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
(1633, 3352)	0	0	0	0	0	0	0	0	9	0	25	0	0	0	0	0	0
(3352, 1633)	0	0	9	0	0	0	0	0	0	0	25	0	0	0	0	0	0
(1633, 3408)	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
(3408, 1633)	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
(1633, 3473)	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
(3473, 1633)	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
(1661, 2565)	20	0	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0
(2565, 1661)	20	0	3	0	0	0	0	0	4	0	1	0	0	0	0	0	0
(1688, 2145)	1	0	3	0	0	0	0	0	2	0	19	0	0	0	0	0	0
(2145, 1688)	1	0	2	0	0	0	0	0	3	0	19	0	0	0	0	0	0
(1688, 2237)	5	0	1	0	0	0	0	0	15	0	13	0	0	0	0	0	0
(2237, 1688)	5	0	15	0	0	0	0	0	1	0	13	0	0	0	0	0	1
(1688, 2328)	2	0	2	0	0	0	0	0	8	0	19	0	0	0	0	0	0
(2328, 1688)	2	0	8	0	0	0	0	0	2	0	19	0	0	0	0	0	0
(1688, 2485)	8	0	6	0	0	0	0	0	11	0	17	0	0	0	0	0	1
(2485, 1688)	8	0	11	0	0	0	0	0	6	0	17	0	0	0	0	0	1
(1688, 2565)	8	0	0	0	0	0	0	0	21	0	15	0	0	0	0	0	0
(2565, 1688)	8	0	21	0	0	0	0	0	0	0	15	0	0	0	0	0	1
(1688, 2653)	5	0	1	0	0	0	0	0	8	0	14	0	0	0	0	0	0
(2653, 1688)	5	0	8	0	0	0	0	0	1	0	14	0	0	0	0	0	1
(1688, 2696)	2	0	2	0	0	0	0	0	10	0	16	0	0	0	0	0	0
(2696, 1688)	2	0	10	0	0	0	0	0	2	0	16	0	0	0	0	0	0
(1688, 2871)	9	0	2	0	0	0	0	0	9	0	29	0	0	0	0	0	1
(2871, 1688)	9	0	9	0	0	0	0	0	2	0	29	0	0	0	0	0	1
(1688, 3026)	5	0	5	0	0	0	0	0	11	0	12	0	0	0	0	0	0
(3026, 1688)	5	0	11	0	0	0	0	0	5	0	12	0	0	0	0	0	1
(1688, 3028)	3	0	3	0	0	0	0	0	10	0	12	0	0	0	0	0	0
(3028, 1688)	3	0	10	0	0	0	0	0	3	0	12	0	0	0	0	0	0
(1688, 3352)	7	0	3	0	0	0	0	0	11	0	20	0	0	0	0	0	0
(3352, 1688)	7	0	11	0	0	0	0	0	3	0	20	0	0	0	0	0	1
(1688, 3447)	1	0	1	0	0	0	0	0	8	0	17	0	0	0	0	0	0
(3447, 1688)	1	0	8	0	0	0	0	0	1	0	17	0	0	0	0	0	1
(1688, 3452)	4	0	2	0	0	0	0	0	6	0	15	0	0	0	0	0	0
(3452, 1688)	4	0	6	0	0	0	0	0	2	0	15	0	0	0	0	0	1
(1688, 3453)	4	0	0	0	0	0	0	0	16	0	15	0	0	0	0	0	0
(3453, 1688)	4	0	16	0	0	0	0	0	0	0	15	0	0	0	0	0	0
(1688, 3454)	3	0	2	0	0	0	0	0	12	0	19	0	0	0	0	0	0
(3454, 1688)	3	0	12	0	0	0	0	0	2	0	19	0	0	0	0	0	0
(1688, 3456)	6	0	2	0	0	0	0	0	10	0	18	0	0	0	0	0	0
(3456, 1688)	6	0	10	0	0	0	0	0	2	0	18	0	0	0	0	0	1
(1688, 3568)	5	0	2	0	0	0	0	0	8	0	14	0	0	0	0	0	0
(3568, 1688)	5	0	8	0	0	0	0	0	2	0	14	0	0	0	0	0	1
(1688, 3615)	3	0	2	0	0	0	0	0	11	0	18	0	0	0	0	0	0
(3615, 1688)	3	0	11	0	0	0	0	0	2	0	18	0	0	0	0	0	1
(1688, 3796)	3	0	3	0	0	0	0	0	7	0	13	0	0	0	0	0	0
(3796, 1688)	3	0	7	0	0	0	0	0	3	0	13	0	0	0	0	0	1
(1700, 1772)	9	0	3	0	0	0	0	0	8	0	13	0	0	0	0	0	1
(1772, 1700)	9	0	8	0	0	0	0	0	3	0	13	0	0	0	0	0	0
(1700, 1808)	10	0	3	0	0	0	0	0	6	0	7	0	0	0	0	0	0
(1808, 1700)	10	0	6	0	0	0	0	0	3	0	7	0	0	0	0	0	1
(1700, 1836)	3	0	7	0	0	0	0	0	3	0	13	0	0	0	0	0	0
(1836, 1700)	3	0	3	0	0	0	0	0	7	0	13	0	0	0	0	0	0
(1700, 1919)	10	0	2	0	0	0	0	0	6	0	9	0	0	0	0	0	0
(1919, 1700)	10	0	6	0	0	0	0	0	2	0	9	0	0	0	0	0	0
(1700, 1992)	3	0	7	0	0	0	0	0	3	0	16	0	0	0	0	0	1
(1992, 1700)	3	0	3	0	0	0	0	0	7	0	16	0	0	0	0	0	1
(1700, 1997)	14	0	4	0	0	0	0	0	8	0	13	0	0	0	0	0	0
(1997, 1700)	14	0	8	0	0	0	0	0	4	0	13	0	0	0	0	0	1
(1700, 2062)	7	0	3	0	0	0	0	0	6	0	10	0	0	0	0	0	0
(2062, 1700)	7	0	6	0	0	0	0	0	3	0	10	0	0	0	0	0	1
(1700, 2328)	7	0	5	0	0	0	0	0	4	0	12	0	0	0	0	0	0
(2328, 1700)	7	0	4	0	0	0	0	0	5	0	12	0	0	0	0	0	1
(1700, 2625)	0	0	9	0	0	0	0	0	0	0	18	0	0	0	0	0	0
(2625, 1700)	0	0	0	0	0	0	0	0	9	0	18	0	0	0	0	0	0
(1701, 2145)	15	0	4	0	0	0	0	0	1	0	5	0	0	0	0	0	0
(2145, 1701)	15	0	1	0	0	0	0	0	4	0	5	0	0	0	0	0	0
(1701, 2237)	21	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0
(2237, 1701)	21	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0
(1701, 2328)	16	0	7	0	0	0	0	0	1	0	8	0	0	0	0	0	1
(2328, 1701)	16	0	1	0	0	0	0	0	7	0	8	0	0	0	0	0	0
(1701, 2485)	20	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0
(2485, 1701)	20	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0
(1701, 2565)	32	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0
(2565, 1701)	32	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0
(1701, 2688)	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2688, 1701)	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1701, 3453)	23	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(3453, 1701)	23	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(1701, 3456)	21	0	10	0	0	0	0	0	1	0	4	0	0	0	0	0	0
(3456, 1701)	21	0	1	0	0	0	0	0	10	0	4	0	0	0	0	0	0
(1701, 4967)	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(4967, 1701)	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1701, 5079)	19	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5079, 1701)	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
(1701, 5188)	20	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(5188, 1701)	20	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0
(1701, 5524)	16	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0
(5524, 1701)	16	0	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0
(1705, 2328)	6	0	5	0	0	0	0	0	6	0	11	0	0	0	0	0	0
(2328, 1705)	6	0	6	0	0	0	0	0	5	0	11	0	0	0	0	0	0
(1705, 2474)	17	0	4	0	0	0	0	0	3	0	5	0	0	0	0	0	0
(2474, 1705)	17	0	3	0	0	0	0	0	4	0	5	0	0	0	0	0	1
(1705, 2565)	22	0	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0
(2565, 1705)	22	0	6	0	0	0	0	0	1	0	2	0	0	0	0	0	1
(1706, 2565)	3	0	0	0	0	0	0	0	12	0	10	0	0	0	0	0	0
(2565, 1706)	3	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	1
(1706, 3028)	0	0	1	0	0	0	0	0	7	0	19	0	0	0	0	0	0
(3028, 1706)	0	0	7	0	0	0	0	0	1	0	19	0	0	0	0	0	0
(1706, 3352)	1	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0
(3352, 1706)	1	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0
(1717, 1772)	7	0	4	0	0	0	0	0	5	0	13	0	0	0	0	0	0
(1772, 1717)	7	0	5	0	0	0	0	0	4	0	13	0	0	0	0	0	0
(1717, 2328)	12	0	7	0	0	0	0	0	3	0	11	0	0	0	0	0	0
(2328, 1717)	12	0	3	0	0	0	0	0	7	0	11	0	0	0	0	0	0
(1717, 2485)	12	0	2	0	0	0	0	0	3	0	9	0	0	0	0	0	0
(2485, 1717)	12	0	3	0	0	0	0	0	2	0	9	0	0	0	0	0	0
(1717, 2565)	24	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0
(2565, 1717)	24	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0
(1717, 3352)	11	0	5	0	0	0	0	0	1	0	11	0	0	0	0	0	0
(3352, 1717)	11	0	1	0	0	0	0	0	5	0	11	0	0	0	0	0	0
(1729, 2328)	1	0	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0
(2328, 1729)	1	0	8	0	0	0	0	0	0	0	20	0	0	0	0	0	0
(1729, 2485)	2	0	0	0	0	0	0	0	7	0	16	0	0	0	0	0	0
(2485, 1729)	2	0	7	0	0	0	0	0	0	0	16	0	0	0	0	0	0
(1729, 2565)	4	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	0
(2565, 1729)	4	0	14	0	0	0	0	0	0	0	17	0	0	0	0	0	1
(1729, 3352)	0	0	1	0	0	0	0	0	6	0	18	0	0	0	0	0	0
(3352, 1729)	0	0	6	0	0	0	0	0	1	0	18	0	0	0	0	0	1
(1733, 3456)	8	0	4	0	0	0	0	0	5	0	16	0	0	0	0	0	0
(3456, 1733)	8	0	5	0	0	0	0	0	4	0	16	0	0	0	0	0	0
(1733, 3796)	4	0	2	0	0	0	0	0	2	0	17	0	0	0	0	0	0
(3796, 1733)	4	0	2	0	0	0	0	0	2	0	17	0	0	0	0	0	1
(1733, 5189)	9	0	2	0	0	0	0	0	3	0	11	0	0	0	0	0	0
(5189, 1733)	9	0	3	0	0	0	0	0	2	0	11	0	0	0	0	0	0
(1733, 5524)	9	0	2	0	0	0	0	0	5	0	10	0	0	0	0	0	0
(5524, 1733)	9	0	5	0	0	0	0	0	2	0	10	0	0	0	0	0	0
(1734, 1754)	2	0	3	0	0	0	0	0	1	0	37	0	0	0	0	0	0
(1754, 1734)	2	0	1	0	0	0	0	0	3	0	37	0	0	0	0	0	0
(1734, 1808)	5	0	3	0	0	0	0	0	7	0	19	0	0	0	0	0	1
(1808, 1734)	5	0	7	0	0	0	0	0	3	0	19	0	0	0	0	0	1
(1734, 1814)	0	0	3	0	0	0	0	0	4	0	19	0	0	0	0	0	0
(1814, 1734)	0	0	4	0	0	0	0	0	3	0	19	0	0	0	0	0	1
(1734, 1847)	3	0	5	0	0	0	0	0	1	0	16	0	0	0	0	0	0
(1847, 1734)	3	0	1	0	0	0	0	0	5	0	16	0	0	0	0	0	0
(1734, 1919)	5	0	2	0	0	0	0	0	7	0	22	0	0	0	0	0	0
(1919, 1734)	5	0	7	0	0	0	0	0	2	0	22	0	0	0	0	0	0
(1734, 2120)	4	0	5	0	0	0	0	0	4	0	16	0	0	0	0	0	0
(2120, 1734)	4	0	4	0	0	0	0	0	5	0	16	0	0	0	0	0	0
(1734, 2135)	7	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0
(2135, 1734)	7	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0
(1734, 2145)	7	0	3	0	0	0	0	0	4	0	11	0	0	0	0	0	0
(2145, 1734)	7	0	4	0	0	0	0	0	3	0	11	0	0	0	0	0	1
