,"(0, 0, 0, 0)","(0, 0, 0, 1)","(0, 0, 1, 0)","(0, 0, 1, 1)","(0, 1, 0, 0)","(0, 1, 0, 1)","(0, 1, 1, 0)","(0, 1, 1, 1)","(1, 0, 0, 0)","(1, 0, 0, 1)","(1, 0, 1, 0)","(1, 0, 1, 1)","(1, 1, 0, 0)","(1, 1, 0, 1)","(1, 1, 1, 0)","(1, 1, 1, 1)"
"('611', '723')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('723', '611')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('611', '673')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('673', '611')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('611', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('659', '611')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('611', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('308', '611')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('611', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('864', '611')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('271', '25')",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"('25', '271')",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"('271', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '8')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '33')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('33', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '50')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('50', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '127')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('127', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '23')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('23', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '154')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('154', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '252')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('252', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '257')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('257', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '261')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('261', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '273')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('273', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '19')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('19', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '299')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('299', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '302')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('302', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '322')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('322', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '80')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('80', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '94')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('94', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '356')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('356', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '358')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('358', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '339')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('339', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '363')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('363', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '370')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('370', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '373')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('373', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '377')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('377', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '379')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('379', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '415')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('415', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '226')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('226', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '422')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('422', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '428')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('428', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '8282')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('8282', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '192')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('192', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '8284')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8284', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '514')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('514', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '75')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('75', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '55')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('55', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '560')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('560', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '282')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('282', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '592')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('592', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '280')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('280', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '224')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('224', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '645')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('645', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '650')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('650', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '255')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('255', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '664')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('664', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '667')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('667', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '675')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('675', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '310')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('310', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '306')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('306', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '325')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('325', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '739')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('739', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '246')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('246', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '756')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('756', '271')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('271', '706')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('706', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '600')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('600', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '549')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('549', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '407')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('407', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '723')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('723', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '673')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('673', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '659')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('659', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '308')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('308', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '864')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('864', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('25', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('6', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '8')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '33')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('33', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '50')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('50', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '127')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('127', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '23')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('23', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '154')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('154', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '252')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('252', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '257')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('257', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '261')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('261', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '273')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('273', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '19')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('19', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '299')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('299', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '302')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('302', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '322')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('322', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '80')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('80', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '94')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('94', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '356')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('356', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '358')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('358', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '339')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('339', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '363')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('363', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '370')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('370', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('373', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('377', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('379', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('415', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('226', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '422')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('422', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '428')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('428', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '8282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8282', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '192')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('192', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '8284')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8284', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '514')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('514', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '75')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('75', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '55')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('55', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '560')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('560', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('282', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '592')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('592', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '280')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('280', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '224')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('224', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '645')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('645', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '650')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('650', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '255')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('255', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '664')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('664', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '667')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('667', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '675')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('675', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '310')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('310', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '306')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('306', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '325')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('325', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '739')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('739', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '246')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('246', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '756')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('756', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '706')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('706', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '600')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('600', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '549')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('549', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '407')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('407', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '723')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('723', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '673')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('673', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('659', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('308', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('25', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('864', '25')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('6', '8')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('8', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '33')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('33', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '50')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('50', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '127')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('127', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '23')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('23', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '154')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('154', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '252')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('252', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '257')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('257', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '261')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('261', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '273')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('273', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '19')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('19', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '299')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('299', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '302')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('302', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '322')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('322', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '80')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('80', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '94')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('94', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '356')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('356', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '358')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('358', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '339')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('339', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '363')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('363', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '370')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('370', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('373', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('377', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('379', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('415', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('226', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '422')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('422', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '428')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('428', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '8282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('8282', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '192')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('192', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '8284')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('8284', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '514')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('514', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '75')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('75', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '55')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('55', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '560')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('560', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('282', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '592')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('592', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '280')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('280', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '224')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('224', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '645')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('645', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '650')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('650', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '255')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('255', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '664')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('664', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"('6', '667')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('667', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
